objectid,año,tmean_weighted,precipitation_weighted,cld_weighted,frs_weighted,vap_weighted,wet_weighted,income1,income2,income3,income4,income5,GDPpc,deathr,CO2,lnGDPpc,lnCO2,PI0,PI1,PI2,pm25,region_wb,pm25_nmeses_1_le5,pm25_nmeses_2_5to10,pm25_nmeses_3_10to15,pm25_nmeses_4_15to25,pm25_nmeses_5_25to35,pm25_nmeses_6_gt35,pm25_mean,iso3,_m_iso,wind_nmeses_1_0to90,wind_nmeses_2_90to180,wind_nmeses_3_180to270,wind_nmeses_4_270to360,n_stag,wind_spd_mean,p_stag,wdirty,p_wdirty,regWB,regWB_1,regWB_2,regWB_3,regWB_4,regWB_5,regWB_6,regWB_7,regWB_8,i_reg1_bin1,i_reg1_bin2,i_reg1_bin3,i_reg1_bin4,i_reg2_bin1,i_reg2_bin2,i_reg2_bin3,i_reg2_bin4,i_reg3_bin1,i_reg3_bin2,i_reg3_bin3,i_reg3_bin4,i_reg4_bin1,i_reg4_bin2,i_reg4_bin3,i_reg4_bin4,i_reg5_bin1,i_reg5_bin2,i_reg5_bin3,i_reg5_bin4,i_reg6_bin1,i_reg6_bin2,i_reg6_bin3,i_reg6_bin4,_m_wind,shift_q1,shift_q2,shift_q3,shift_q4,shift_dirty,z_wind,lnz_wind,_m_shift,lnpm25,lnq1,lnq2,lnq3,lnq4,lnshift_dirty,_m_shift2,lnpm25_10,_est_model2,_est_model1,_est_model3,_est_model4,_est_model5
7,2005,18.528393,372.3719590306282,41.59177,.70525074,13.065864,5.2892871,0,1,0,0,0,25631.255859375,6.889,7.9052,10.151567,2.0675209,42.540001,36.41,48.66,16.5,Europe & Central Asia,0,0,2,10,0,0,18.223272,CYP,matched (3),1,0,7,4,0,3.6756771,0,11,.91666669,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),192563.95,44338.664,212923.47,342384.72,555308.19,792210.81,13.582582,matched (3),2.9026995,14.304525,13.858787,12.959941,13.61696,14.034613,matched (3),30.455294,1,1,1,1,1
7,2006,18.519779,334.8755230903626,40.104324,1.1020478,13.062629,4.9768248,0,1,0,0,0,26395.400390625,6.796,8.0106,10.180945,2.0807657,42.52,36.439999,48.59,17.700001,Europe & Central Asia,0,0,2,9,1,0,19.777479,CYP,matched (3),4,1,4,3,0,3.5765507,0,7,.58333331,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),563585.13,113001.42,128568.9,379521.69,508090.56,1184677.1,13.984981,matched (3),2.9845438,14.308172,13.855877,12.960507,13.60334,14.02586,matched (3),31.314009,1,1,1,1,1
7,2007,18.955797,435.1379217579961,39.743797,1.0101366,13.318758,5.3586555,0,1,0,0,0,27156.671875,6.598,8.308299999999999,10.209378,2.117255,42.490002,36.450001,48.509998,18,Europe & Central Asia,0,0,0,10,2,0,21.221712,CYP,matched (3),3,1,4,4,0,2.183558,0,8,.66666669,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),444185.5,128074.46,147926.02,362653.56,510579.56,1082839.5,13.895098,matched (3),3.0550249,14.312022,13.846979,12.971257,13.588176,14.019702,matched (3),32.053501,1,1,1,1,1
7,2008,19.057438,267.6864232867956,39.013313,1.4486059,13.184343,4.5418949,0,1,0,0,0,27449.03125,6.599,8.493600000000001,10.220086,2.139313,42.43,36.43,48.43,19.700001,Europe & Central Asia,0,0,0,9,3,0,22.726252,CYP,matched (3),2,0,1,9,1,2.8388309,.083333336,10,.83333331,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),425395.88,82613.289,64433.246,512405.72,576838.94,1084848.1,13.896951,matched (3),3.1235206,14.315484,13.90236,13.027,13.516615,13.994626,matched (3),32.772163,1,1,1,1,1
7,2009,18.942238,581.3928335011005,44.570992,.52825338,13.228212,6.2659612,0,1,0,0,0,26183.451171875,6.443,8.2866,10.172883,2.1146398,42.349998,36.369999,48.34,19.6,Europe & Central Asia,0,0,0,9,3,0,21.757551,CYP,matched (3),2,0,4,6,0,3.383549,0,10,.83333331,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),420709.38,12554.145,118686.09,452588.34,571274.44,1004537.9,13.820038,matched (3),3.0799608,14.290678,13.934103,13.043729,13.442291,13.955884,matched (3),32.315128,1,1,1,1,1
7,2010,20.166262,362.9238535314798,43.475712,.17502135,13.972605,4.5403762,0,1,0,0,0,26090.037109375,6.412,7.9134,10.169309,2.0685575,42.25,36.27,48.240002,22.1,Europe & Central Asia,0,0,0,7,5,0,22.855665,CYP,matched (3),1,0,6,5,0,2.7851903,0,11,.91666669,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),219839.72,30299.932,202543.72,326179.03,528722.75,778862.38,13.56559,matched (3),3.129199,14.27702,13.99455,13.056678,13.382808,13.926126,matched (3),32.831741,1,1,1,1,1
7,2011,18.364017,503.299119591713,42.512238,.69141626,12.957108,5.8761683,0,1,0,0,0,25538.771484375,6.354,7.6557,10.147953,2.0354505,42.130001,36.150002,48.139999,21.299999,Europe & Central Asia,0,0,0,6,6,0,24.37677,CYP,matched (3),1,0,3,8,0,2.9044178,0,11,.91666669,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),417041.94,25035.781,94489.617,449627.22,544116.81,986194.56,13.801609,matched (3),3.1936307,14.274508,14.045507,13.038801,13.386739,13.920975,matched (3),33.507759,1,1,1,1,1
7,2012,19.201757,714.1281916834414,44.280331,1.2654965,13.35422,6.7447047,0,1,0,0,0,24285.486328125,6.439,7.1208,10.097634,1.9630201,42,36,48.029999,23.200001,Europe & Central Asia,0,0,0,6,6,0,25.493422,CYP,matched (3),2,0,4,6,0,3.6170168,0,10,.83333331,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),405530.09,106706.09,177234.11,309377.41,486611.5,998847.69,13.814358,matched (3),3.2384205,14.23732,14.132841,13.102565,13.326246,13.913794,matched (3),33.977699,1,1,1,1,1
7,2013,19.185822,321.7688403129578,39.17313,.49119911,13.182183,4.7686529,0,1,0,0,0,22738.48046875,6.399,6.4395,10.031814,1.8624508,41.849998,35.849998,47.919998,17.700001,Europe & Central Asia,0,0,2,10,0,0,19.024075,CYP,matched (3),4,0,5,3,0,3.7925305,0,8,.66666669,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),472743.16,111543.7,163034.09,254991.94,418026.03,1002312.9,13.817821,matched (3),2.9457052,14.186456,14.107258,13.128675,13.272341,13.896233,matched (3),30.906511,1,1,1,1,1
7,2014,19.465803,408.2610952854157,41.194717,.21390612,13.377681,5.2718658,0,1,0,0,0,22581.81640625,6.317,6.8161,10.0249,1.9192874,41.709999,35.689999,47.810001,17.4,Europe & Central Asia,0,0,2,10,0,0,19.235943,CYP,matched (3),2,0,5,5,1,2.9664352,.083333336,10,.83333331,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),338117.09,30350.295,179616.73,327007.66,506624.38,875091.75,13.682084,matched (3),2.9567804,14.14615,14.140925,13.156671,13.243155,13.893994,matched (3),31.022715,1,1,1,1,1
7,2015,18.857439,481.0267251729965,41.247875,.76082158,13.179031,5.6924806,0,1,0,0,0,23487.21875,6.358,6.855,10.064212,1.9249783,41.580002,35.549999,47.689999,16.5,Europe & Central Asia,0,0,2,10,0,0,18.537743,CYP,matched (3),2,0,4,6,0,2.8131974,0,10,.83333331,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),356135.19,81938.641,163717,317599.47,481316.47,919390.31,13.731466,matched (3),2.9198089,14.128584,14.120137,13.140685,13.228258,13.878577,matched (3),30.634806,1,1,1,1,1
7,2016,19.50654,425.3865058422089,39.206234,.763834,13.352608,4.9167809,0,1,0,0,0,24916.619140625,6.462,7.2207,10.12329,1.976952,41.450001,35.41,47.580002,14.8,Europe & Central Asia,0,0,5,7,0,0,17.301344,CYP,matched (3),2,0,4,6,0,3.3989253,0,10,.83333331,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),416351.75,114915.78,140465.34,266010.84,406476.19,937743.75,13.751232,matched (3),2.8507841,14.115723,14.119243,13.102502,13.174119,13.832099,matched (3),29.910593,1,1,1,1,1
7,2017,19.044153,336.0122980475426,40.662922,.8943125,13.068021,4.6141195,0,1,0,0,0,26101.28515625,6.453,7.3619,10.16974,1.9963181,41.330002,35.279999,47.48,15,Europe & Central Asia,0,0,3,8,1,0,18.333845,CYP,matched (3),1,1,3,7,0,3.2136171,0,10,.83333331,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),300894.44,145228.22,110811.84,293061.28,403873.13,849995.75,13.652987,matched (3),2.9087489,14.103296,14.139521,13.074982,13.147688,13.805142,matched (3),30.518764,1,1,1,1,1
7,2018,19.988739,568.0897235870361,44.965191,.22036694,13.652878,6.0635824,0,1,0,0,0,27241.064453125,6.612,7.2127,10.212481,1.9758433,41.209999,35.150002,47.369999,14.1,Europe & Central Asia,0,0,2,10,0,0,16.752476,CYP,matched (3),2,0,6,4,0,2.6263719,0,10,.83333331,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),272028.72,23084.826,161814.28,271647.47,433461.78,728575.31,13.498846,matched (3),2.8185461,14.08924,14.119509,13.035672,13.095591,13.759227,matched (3),29.572351,1,1,1,1,1
7,2019,19.479811,636.2462527751923,43.547646,.42460707,13.387966,6.4454308,0,1,0,0,0,28362.083984375,6.769,7.2148,10.252809,1.9761344,41.099998,35.040001,47.259998,16.700001,Europe & Central Asia,0,0,3,9,0,0,17.316378,CYP,matched (3),1,2,3,6,0,3.0536778,0,9,.75,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),186947.2,249550.11,127701.1,262852.69,390553.78,827051.13,13.625622,matched (3),2.8516526,14.073538,14.122073,12.994009,13.043213,13.712061,matched (3),29.919706,1,1,1,1,1
7,2020,19.695108,494.478264272213,42.429092,.43502402,13.444996,5.8966613,0,1,0,0,0,27076.740234375,6.93,6.8,10.20643,1.9169226,41.009998,34.93,47.169998,15,Europe & Central Asia,0,0,3,8,1,0,17.530951,CYP,matched (3),1,0,7,4,0,3.7798817,0,11,.91666669,Europe & Central Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),164995.33,10175.046,188747.78,239652.48,428400.25,603570.63,13.310618,matched (3),2.8639679,14.058425,14.036243,12.979268,12.982723,13.674144,matched (3),30.04892,1,1,1,1,1
8,2000,25.698133,1146.804502487183,39.619896,.19648606,21.309462,4.2250209,0,0,0,1,0,755.4822940328286,8.701000000000001,995.6306,6.6273565,6.9033761,22.280001,19.59,25.030001,36.299999,South Asia,0,0,0,3,5,4,31.918949,IND,matched (3),3,2,4,3,0,2.4649696,0,7,.58333331,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),400688.06,65019.348,18023.398,166232.13,184255.52,649962.94,13.38467,matched (3),3.4631999,14.123289,12.330278,10.552658,13.076017,13.153154,matched (3),36.336098,1,1,1,1,1
8,2001,25.834925,1122.858008384705,42.033886,.19315876,21.499342,4.7087765,0,0,0,1,0,777.7336603058468,8.558,1011.7831,6.656384,6.9194694,23.299999,20.42,26.26,40.5,South Asia,0,0,0,2,4,6,35.167358,IND,matched (3),1,2,4,5,0,2.4899325,0,9,.75,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),521987.94,39411.496,14345.574,237798.39,252143.97,813543.38,13.609155,matched (3),3.5601184,14.143634,12.340803,10.605979,13.085434,13.165896,matched (3),37.35297,1,1,1,1,1
8,2002,26.107222,1030.127880096436,40.928387,.18647036,21.78562,4.0898499,0,0,0,1,0,793.1009617922794,8.363,1049.8574,6.6759505,6.9564095,24.360001,21.280001,27.52,40.599998,South Asia,0,0,0,0,5,7,36.531494,IND,matched (3),5,3,3,1,0,2.2673161,0,4,.33333334,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),590441.75,87311.188,11252.081,102206.11,113458.19,791211.13,13.58132,matched (3),3.5981748,14.180217,12.373102,10.633517,13.093573,13.175549,matched (3),37.752262,1,1,1,1,1
8,2003,25.85841,1164.870049476624,42.456211,.22854048,21.588232,4.6304669,0,0,0,1,0,840.8180442549802,8.188000000000001,1081.7621,6.7343755,6.9863467,25.450001,22.17,28.82,42.200001,South Asia,0,0,0,3,1,8,38.484814,IND,matched (3),4,2,3,3,0,2.2421138,0,6,.5,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),486387.22,56428.18,18272.076,201628.73,219900.81,762716.19,13.544641,matched (3),3.6502638,14.236526,12.410815,10.668374,13.091275,13.176227,matched (3),38.298782,1,1,1,1,1
8,2004,25.955215,1150.20408821106,40.437897,.19044302,21.519394,4.4707303,0,0,0,1,0,892.3821034885001,8.039999999999999,1166.7929,6.7938943,7.0620141,26.559999,23.08,30.15,43.900002,South Asia,0,0,0,1,3,8,39.218868,IND,matched (3),6,0,5,1,0,2.2984796,0,6,.5,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),738640,45151.215,18823.664,168688.98,187512.66,971303.88,13.786395,matched (3),3.669158,14.30479,12.460928,10.714075,13.132349,13.217678,matched (3),38.497021,1,1,1,1,1
8,2005,25.721582,1192.731992721558,41.505993,.23917452,21.460163,4.5959878,0,0,0,1,0,947.7634352801106,7.876,1216.5123,6.854105,7.1037431,27.700001,24.01,31.5,43.299999,South Asia,0,0,0,2,3,7,38.036442,IND,matched (3),2,2,1,7,0,2.334903,0,8,.66666669,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),549526.38,65934.93,14338.304,257726.16,272064.47,887525.75,13.696193,matched (3),3.6385448,14.374578,12.474041,10.737281,13.160533,13.245456,matched (3),38.175827,1,1,1,1,1
8,2006,25.975824,1270.903298854828,41.128052,.16477923,21.571733,4.7512774,0,0,0,1,0,1008.667137407497,7.743,1298.3716,6.9163852,7.1688662,28.860001,24.959999,32.889999,43.900002,South Asia,0,0,0,1,3,8,39.40921,IND,matched (3),4,0,5,3,0,2.3666854,0,8,.66666669,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),630285.5,35247.535,22699.789,234103.25,256803.03,922336.06,13.734665,matched (3),3.6739995,14.41344,12.519325,10.758192,13.202342,13.28558,matched (3),38.547817,1,1,1,1,1
8,2007,25.963396,1233.865208387375,41.153549,.20567623,21.586369,4.7084827,0,0,0,1,0,1070.131538141375,7.642,1413.8413,6.9755368,7.2540655,30.049999,25.93,34.299999,44.900002,South Asia,0,0,0,2,2,8,40.533009,IND,matched (3),3,2,4,3,0,2.1675994,0,7,.58333331,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),605603.63,75059.906,17655.928,172845.3,190501.23,871164.75,13.677587,matched (3),3.7021167,14.426356,12.553023,10.788982,13.232301,13.315605,matched (3),38.842827,1,1,1,1,1
8,2008,25.726757,1274.161088943481,43.447559,.19542569,21.313065,4.5869155,0,0,0,1,0,1087.583035544054,7.558,1503.5883,6.991713,7.3156099,31.26,26.92,35.75,51.299999,South Asia,0,0,0,0,3,9,43.827354,IND,matched (3),1,1,6,4,0,2.1709092,0,10,.83333331,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),334049.72,25824.543,28546.752,253339.41,281886.16,641760.44,13.37197,matched (3),3.7802582,14.434366,12.567365,10.82833,13.244056,13.329594,matched (3),39.662689,1,1,1,1,1
8,2009,26.485212,1087.091144561768,40.36541,.15455198,22.122164,4.1475015,0,0,0,1,0,1156.880665926642,7.479,1643.5343,7.0534825,7.4046044,32.48,27.91,37.209999,49,South Asia,0,0,0,1,3,8,43.336159,IND,matched (3),3,0,4,5,0,2.3154843,0,9,.75,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),581739.88,29531.078,26769.797,304458.56,331228.38,942499.31,13.75629,matched (3),3.7689874,14.433805,12.580681,10.841951,13.274823,13.358966,matched (3),39.544437,1,1,1,1,1
8,2010,26.43026,1298.375702381134,44.880569,.22149229,22.075409,4.7516227,0,0,0,1,0,1238.014726721934,7.385,1744.1906,7.1212645,7.464046,33.709999,28.91,38.700001,49.5,South Asia,0,0,0,1,3,8,42.708691,IND,matched (3),5,4,3,0,0,2.2923677,0,3,.25,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),709930.75,86632,15157.292,135359.95,150517.25,947080,13.761139,matched (3),3.7544024,14.46361,12.60169,10.874315,13.282113,13.368302,matched (3),39.391411,1,1,1,1,1
8,2011,25.789545,1269.213942050934,42.774281,.22562595,21.502609,4.9039693,0,0,0,1,0,1285.283048982715,7.267,1851.2507,7.1587343,7.5236168,34.959999,29.91,40.200001,53.900002,South Asia,0,0,0,0,4,8,44.666306,IND,matched (3),3,2,3,4,0,2.3005497,0,7,.58333331,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),679715.44,66245.109,22472.342,243480.31,265952.66,1011913.2,13.827353,matched (3),3.7992194,14.510815,12.623244,10.900444,13.307329,13.393595,matched (3),39.861633,1,1,1,1,1
8,2012,25.762247,1148.035244941711,42.210495,.22153693,21.449709,4.4689941,0,0,0,1,0,1337.476110738263,7.118,2023.5723,7.1985397,7.6126199,36.220001,30.93,41.709999,51.799999,South Asia,0,0,0,0,4,8,43.483521,IND,matched (3),2,2,4,4,0,2.4454007,0,8,.66666669,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),695337.88,57148.176,23396.02,242534.42,265930.44,1018416.5,13.833759,matched (3),3.772382,14.520842,12.666657,10.940292,13.312268,13.401465,matched (3),39.580055,1,1,1,1,1
8,2013,25.594353,1308.22820520401,43.766411,.23102564,21.191174,4.9758158,0,0,0,1,0,1404.545346470648,6.96,2084.1511,7.2474689,7.642117,37.5,31.969999,43.25,51.400002,South Asia,0,0,0,0,4,8,42.992054,IND,matched (3),5,2,2,3,0,2.4599898,0,5,.41666666,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),822086.75,60559,21068.127,239390.8,260458.92,1143104.6,13.949259,matched (3),3.7610154,14.494929,12.679484,10.981101,13.340847,13.431094,matched (3),39.460796,1,1,1,1,1
8,2014,25.753475,1129.068714141846,42.890617,.21913436,21.438507,4.3240352,0,0,0,1,0,1490.028507629635,6.79,2243.4612,7.3065505,7.715775,38.799999,33.029999,44.810001,52.200001,South Asia,0,0,0,0,4,8,43.055012,IND,matched (3),5,1,4,2,0,2.4015663,0,6,.5,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),856772.5,86574.859,18507.213,170558.69,189065.91,1132413.3,13.939861,matched (3),3.7624786,14.430581,12.706136,11.005167,13.352236,13.443583,matched (3),39.476147,1,1,1,1,1
8,2015,25.863476,1217.330877304077,42.082031,.20472327,21.473701,4.6103296,0,0,0,1,0,1590.174331342972,6.67,2260.4828,7.3715987,7.7233338,40.110001,34.110001,46.380001,50.5,South Asia,0,0,0,0,4,8,43.326374,IND,matched (3),5,3,4,0,0,2.2700706,0,4,.33333334,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),778956.38,129719.22,20692.186,93308.352,114000.54,1022676.1,13.837934,matched (3),3.7687616,14.405328,12.730953,10.99409,13.351078,13.441563,matched (3),39.542068,1,1,1,1,1
8,2016,26.283039,1202.774064064026,42.893883,.15564467,21.872734,4.5154419,0,0,0,1,0,1701.184237647075,6.603,2303.7363,7.4390798,7.7422876,41.439999,35.209999,47.950001,54.400002,South Asia,0,0,0,0,4,8,43.734207,IND,matched (3),5,0,4,3,0,2.2547517,0,7,.58333331,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),753839.13,54031.18,25720.586,255389.44,281110.03,1088980.4,13.900752,matched (3),3.7781305,14.375776,12.746333,10.996533,13.395921,13.482808,matched (3),39.640366,1,1,1,1,1
8,2017,26.114693,1274.397346019745,41.127422,.15993172,21.77566,4.7276287,0,0,0,1,0,1795.911849679698,6.593,2434.1238,7.493268,7.7973423,42.77,36.32,49.529999,53.799999,South Asia,0,0,0,0,4,8,45.065887,IND,matched (3),5,1,5,1,0,2.1597455,0,6,.5,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),792627.31,120609.83,23476.303,137056.63,160532.94,1073770.1,13.886686,matched (3),3.8081255,14.360745,12.810542,11.019393,13.39839,13.48699,matched (3),39.955074,1,1,1,1,1
8,2018,25.971212,1117.140560626984,42.804203,.17420164,21.520676,4.4863067,0,0,0,1,0,1891.138435456635,6.644,2573.6063,7.5449343,7.8530636,44.110001,37.450001,51.099998,54.900002,South Asia,0,0,0,0,3,9,46.476322,IND,matched (3),2,3,3,4,0,2.2865496,0,7,.58333331,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),567726,98850.797,20715.707,266384.09,287099.78,953676.63,13.76808,matched (3),3.838943,14.332503,12.830125,11.036358,13.388587,13.479485,matched (3),40.278416,1,1,1,1,1
8,2019,25.901751,1352.589493751526,44.101898,.23622821,21.694916,4.8177128,0,0,0,1,0,1944.314848449675,6.71,2541.366,7.5726647,7.840457,45.439999,38.580002,52.650002,53.799999,South Asia,0,0,0,0,4,8,43.951462,IND,matched (3),4,0,5,3,0,2.4267933,0,8,.66666669,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),561110.56,61323.336,25417.479,195738.61,221156.09,843590,13.645422,matched (3),3.7830858,14.308361,12.861836,11.067482,13.385616,13.479523,matched (3),39.69236,1,1,1,1,1
8,2020,25.736795,1321.261073112488,43.032944,.2204347,21.499874,5.0064139,0,0,0,1,0,1814.561569705568,7.35,2320.6787,7.5035992,7.7496152,46.77,39.720001,54.189999,53.400002,South Asia,0,0,0,1,3,8,43.095001,IND,matched (3),4,2,3,3,0,2.021271,0,6,.5,South Asia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),548648.44,98284.547,18104.41,214551.17,232655.58,879588.56,13.687209,matched (3),3.763407,14.266863,12.818467,11.067815,13.386372,13.48024,matched (3),39.485886,1,1,1,1,1
9,2000,14.601433,1028.478050231934,63.157314,5.9975958,14.03385,10.544106,0,0,1,0,0,2193.896866422153,6.45,3659.9498,7.6934347,8.205205,19.84,20.440001,19.16,37.900002,East Asia & Pacific,0,0,0,5,7,0,25.778177,CHN,matched (3),4,6,0,2,0,2.3830535,0,2,.16666667,East Asia & Pacific,0,1,0,0,0,0,0,0,0,0,0,0,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),61830.844,82015.008,25608.357,108770.51,134378.88,278224.72,12.536184,matched (3),3.2495284,11.696828,12.232433,13.313178,12.859629,13.805046,matched (3),34.094242,1,1,1,1,1
9,2001,14.842756,960.0424480438232,61.000862,5.7541022,14.01807,10.085233,0,0,1,0,0,2359.572385135228,6.43,3837.9909,7.7662358,8.2527046,19.91,20.65,19.08,39.799999,East Asia & Pacific,0,0,0,3,8,1,28.379482,CHN,matched (3),6,2,2,2,0,2.5679541,0,4,.33333334,East Asia & Pacific,0,1,0,0,0,0,0,0,0,0,0,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),44961.875,45646.16,137200.64,159207.73,296408.38,387016.41,12.866222,matched (3),3.3456664,11.693138,12.236588,13.343407,12.857838,13.822956,matched (3),35.102928,1,1,1,1,1
9,2002,15.149683,1061.879137039185,61.313278,5.3178177,14.172072,10.512467,0,0,1,0,0,2557.891612026267,6.41,4143.91,7.8469386,8.3293953,19.98,20.870001,19.01,42.200001,East Asia & Pacific,0,0,0,2,10,0,28.748095,CHN,matched (3),3,5,2,2,0,2.3746574,0,4,.33333334,East Asia & Pacific,0,1,0,0,0,0,0,0,0,0,0,0,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),43530.555,88026.984,148102.42,99149.852,247252.28,378809.81,12.84479,matched (3),3.3585715,11.682085,12.257166,13.356752,12.847332,13.827283,matched (3),35.238331,1,1,1,1,1
9,2003,14.793603,1007.344084739685,62.45134,5.8144436,14.024505,10.461241,0,0,1,0,0,2797.176659122828,6.4,4785.0127,7.9363661,8.4732437,20.07,21.1,18.950001,45.900002,East Asia & Pacific,0,0,0,4,4,4,30.284964,CHN,matched (3),7,3,1,1,0,2.4549928,0,2,.16666667,East Asia & Pacific,0,1,0,0,0,0,0,0,0,0,0,0,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),48388.156,69875.297,148885.67,115276.63,264162.28,382425.75,12.85429,matched (3),3.4106514,11.678533,12.290192,13.383832,12.847051,13.844181,matched (3),35.784756,1,1,1,1,1
